Status,Quadrat ID,Location,Date,Length mm,Growth bands ,Shell erosion mm,Notes
Unharvested,2,St. Pierre Creek,5/18/2017,86.1,,,
Unharvested,2,St. Pierre Creek,5/18/2017,87.2,,,
Unharvested,2,St. Pierre Creek,5/18/2017,87.4,,,
Unharvested,2,St. Pierre Creek,5/18/2017,87.7,,,
Unharvested,2,St. Pierre Creek,5/18/2017,88.7,,,
Unharvested,2,St. Pierre Creek,5/18/2017,88.8,,,
Unharvested,2,St. Pierre Creek,5/18/2017,90.9,,,
Unharvested,2,St. Pierre Creek,5/18/2017,91.3,,,
Unharvested,2,St. Pierre Creek,5/18/2017,91.6,,,
Unharvested,2,St. Pierre Creek,5/18/2017,93.9,,,
Unharvested,2,St. Pierre Creek,5/18/2017,94.4,,,
Unharvested,2,St. Pierre Creek,5/18/2017,94.4,,,
Unharvested,2,St. Pierre Creek,5/18/2017,95.3,,,
Unharvested,2,St. Pierre Creek,5/18/2017,95.9,,,
Unharvested,2,St. Pierre Creek,5/18/2017,96.3,,,
Unharvested,2,St. Pierre Creek,5/18/2017,97.8,,,
Unharvested,2,St. Pierre Creek,5/18/2017,99.4,,,
Unharvested,2,St. Pierre Creek,5/18/2017,101.3,,,
Unharvested,2,St. Pierre Creek,5/18/2017,102.4,,,
Unharvested,3,St. Pierre Creek,5/18/2017,89.7,9,18,
Unharvested,3,St. Pierre Creek,5/18/2017,100.8,9,22.5,
Unharvested,3,St. Pierre Creek,5/18/2017,96.2,8,20,
Unharvested,3,St. Pierre Creek,5/18/2017,91,7,18.5,
Unharvested,3,St. Pierre Creek,5/18/2017,98.4,7,18,
Unharvested,3,St. Pierre Creek,5/18/2017,79.5,4,,
Unharvested,3,St. Pierre Creek,5/18/2017,88.4,4,14.7,
Unharvested,3,St. Pierre Creek,5/18/2017,70.9,3,,
Unharvested,3,St. Pierre Creek,5/18/2017,31.3,1,,
Unharvested,3,St. Pierre Creek,5/18/2017,11.5,,,
Unharvested,3,St. Pierre Creek,5/18/2017,39.5,,,
Unharvested,3,St. Pierre Creek,5/18/2017,65.5,,,
Unharvested,3,St. Pierre Creek,5/18/2017,74.4,,,
Unharvested,3,St. Pierre Creek,5/18/2017,77.4,,,
Unharvested,3,St. Pierre Creek,5/18/2017,78.2,,,
Unharvested,3,St. Pierre Creek,5/18/2017,78.7,,,
Unharvested,3,St. Pierre Creek,5/18/2017,79,,,
Unharvested,3,St. Pierre Creek,5/18/2017,80.8,,,
Unharvested,3,St. Pierre Creek,5/18/2017,82.7,,,
Unharvested,3,St. Pierre Creek,5/18/2017,83.1,,,
Unharvested,3,St. Pierre Creek,5/18/2017,83.4,,,
Unharvested,3,St. Pierre Creek,5/18/2017,85.2,,,
Unharvested,3,St. Pierre Creek,5/18/2017,85.8,,,
Unharvested,3,St. Pierre Creek,5/18/2017,87.6,,,
Unharvested,3,St. Pierre Creek,5/18/2017,88.4,,,
Unharvested,3,St. Pierre Creek,5/18/2017,88.8,,,
Unharvested,3,St. Pierre Creek,5/18/2017,89.1,,,
Unharvested,3,St. Pierre Creek,5/18/2017,90.5,,,Too difficult
Unharvested,3,St. Pierre Creek,5/18/2017,91,,,
Unharvested,3,St. Pierre Creek,5/18/2017,91,,,
Unharvested,3,St. Pierre Creek,5/18/2017,92.3,,,
Unharvested,3,St. Pierre Creek,5/18/2017,93.9,,,
Unharvested,3,St. Pierre Creek,5/18/2017,94.5,,,
Unharvested,3,St. Pierre Creek,5/18/2017,94.5,,,
Unharvested,3,St. Pierre Creek,5/18/2017,95.8,,,
Unharvested,3,St. Pierre Creek,5/18/2017,96.9,,,
Unharvested,3,St. Pierre Creek,5/18/2017,100.6,,,
Unharvested,3,St. Pierre Creek,5/18/2017,101.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.5,7,,
Unharvested,4,St. Pierre Creek,5/18/2017,83.8,4,,
Unharvested,4,St. Pierre Creek,5/18/2017,88.2,4,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.5,3,,
Unharvested,4,St. Pierre Creek,5/18/2017,87.7,3,,
Unharvested,4,St. Pierre Creek,5/18/2017,87.8,3,,
Unharvested,4,St. Pierre Creek,5/18/2017,71.4,2,,
Unharvested,4,St. Pierre Creek,5/18/2017,2.8,0,,Too small?
Unharvested,4,St. Pierre Creek,5/18/2017,4.3,0,,Too small?
Unharvested,4,St. Pierre Creek,5/18/2017,11.5,0,,
Unharvested,4,St. Pierre Creek,5/18/2017,2.6,,,Too small?
Unharvested,4,St. Pierre Creek,5/18/2017,5.3,,,Too small?
Unharvested,4,St. Pierre Creek,5/18/2017,6.1,,,Too small?
Unharvested,4,St. Pierre Creek,5/18/2017,10.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,17.8,,,
Unharvested,4,St. Pierre Creek,5/18/2017,27.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,35.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,49,,,
Unharvested,4,St. Pierre Creek,5/18/2017,51.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,64.9,,,
Unharvested,4,St. Pierre Creek,5/18/2017,66.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,66.9,,,
Unharvested,4,St. Pierre Creek,5/18/2017,70.6,,,
Unharvested,4,St. Pierre Creek,5/18/2017,73.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,74,,,
Unharvested,4,St. Pierre Creek,5/18/2017,78,,,
Unharvested,4,St. Pierre Creek,5/18/2017,80.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,80.2,,,
Unharvested,4,St. Pierre Creek,5/18/2017,80.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,81,,,
Unharvested,4,St. Pierre Creek,5/18/2017,81.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,81.6,,,
Unharvested,4,St. Pierre Creek,5/18/2017,82.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,82.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,82.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.2,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,84.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,85.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,85.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,85.8,,,
Unharvested,4,St. Pierre Creek,5/18/2017,86.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,86.3,,,
Unharvested,4,St. Pierre Creek,5/18/2017,86.5,,,
Unharvested,4,St. Pierre Creek,5/18/2017,87.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,87.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,87.5,,,
Unharvested,4,St. Pierre Creek,5/18/2017,88,,,
Unharvested,4,St. Pierre Creek,5/18/2017,88.9,,,
Unharvested,4,St. Pierre Creek,5/18/2017,88.9,,,
Unharvested,4,St. Pierre Creek,5/18/2017,89.5,,,
Unharvested,4,St. Pierre Creek,5/18/2017,90,,,
Unharvested,4,St. Pierre Creek,5/18/2017,91.5,,,
Unharvested,4,St. Pierre Creek,5/18/2017,92.4,,,
Unharvested,4,St. Pierre Creek,5/18/2017,92.6,,,
Unharvested,4,St. Pierre Creek,5/18/2017,92.9,,,
Unharvested,4,St. Pierre Creek,5/18/2017,93.5,,,
Unharvested,4,St. Pierre Creek,5/18/2017,93.6,,,
Unharvested,4,St. Pierre Creek,5/18/2017,93.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,94.7,,,
Unharvested,4,St. Pierre Creek,5/18/2017,94.8,,,
Unharvested,4,St. Pierre Creek,5/18/2017,94.8,,,
Unharvested,4,St. Pierre Creek,5/18/2017,96.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,97,,,
Unharvested,4,St. Pierre Creek,5/18/2017,99.1,,,
Unharvested,4,St. Pierre Creek,5/18/2017,99.2,,,
Unharvested,4,St. Pierre Creek,5/18/2017,102.6,,,
Unharvested,5,St. Pierre Creek,5/18/2017,103.9,13,17.5,Difficult
Unharvested,5,St. Pierre Creek,5/18/2017,113.8,13,33,Very difficult
Unharvested,5,St. Pierre Creek,5/18/2017,93,12,17,
Unharvested,5,St. Pierre Creek,5/18/2017,84.6,8,16,
Unharvested,5,St. Pierre Creek,5/18/2017,91.2,5,,
Unharvested,5,St. Pierre Creek,5/18/2017,91.3,5,22.5,
Unharvested,5,St. Pierre Creek,5/18/2017,63.4,3,,
Unharvested,5,St. Pierre Creek,5/18/2017,49.1,2,,
Unharvested,5,St. Pierre Creek,5/18/2017,6.2,1,,
Unharvested,5,St. Pierre Creek,5/18/2017,29.3,1,,
Unharvested,5,St. Pierre Creek,5/18/2017,2.5,,,Too small?
Unharvested,5,St. Pierre Creek,5/18/2017,8,,,
Unharvested,5,St. Pierre Creek,5/18/2017,9.2,,,
Unharvested,5,St. Pierre Creek,5/18/2017,14.3,,,
Unharvested,5,St. Pierre Creek,5/18/2017,24.1,,,
Unharvested,5,St. Pierre Creek,5/18/2017,25.4,,,
Unharvested,5,St. Pierre Creek,5/18/2017,30.4,,,
Unharvested,5,St. Pierre Creek,5/18/2017,35.6,,,
Unharvested,5,St. Pierre Creek,5/18/2017,40,,,
Unharvested,5,St. Pierre Creek,5/18/2017,40.6,,,
Unharvested,5,St. Pierre Creek,5/18/2017,47.2,,,
Unharvested,5,St. Pierre Creek,5/18/2017,51.2,,,
Unharvested,5,St. Pierre Creek,5/18/2017,78,,,
Unharvested,5,St. Pierre Creek,5/18/2017,84.2,,,
Unharvested,5,St. Pierre Creek,5/18/2017,86.2,,,
Unharvested,5,St. Pierre Creek,5/18/2017,89.9,,,
Unharvested,5,St. Pierre Creek,5/18/2017,92.5,,,
Unharvested,5,St. Pierre Creek,5/18/2017,93,,,
Unharvested,5,St. Pierre Creek,5/18/2017,93.1,,,
Unharvested,5,St. Pierre Creek,5/18/2017,94.5,,,
Unharvested,5,St. Pierre Creek,5/18/2017,95.5,,,
Unharvested,5,St. Pierre Creek,5/18/2017,95.6,,,
Unharvested,5,St. Pierre Creek,5/18/2017,96.9,,,
Unharvested,5,St. Pierre Creek,5/18/2017,99.6,,,
Unharvested,5,St. Pierre Creek,5/18/2017,103.6,,,
Unharvested,6,St. Pierre Creek,5/18/2017,96.2,12,26,
Unharvested,6,St. Pierre Creek,5/18/2017,96.4,11,21,
Unharvested,6,St. Pierre Creek,5/18/2017,97.1,10,16,
Unharvested,6,St. Pierre Creek,5/18/2017,88.4,9,18.5,
Unharvested,6,St. Pierre Creek,5/18/2017,95.7,8,,
Unharvested,6,St. Pierre Creek,5/18/2017,101.3,8,21,Difficult
Unharvested,6,St. Pierre Creek,5/18/2017,87.3,6,,
Unharvested,6,St. Pierre Creek,5/18/2017,87.6,5,,
Unharvested,6,St. Pierre Creek,5/18/2017,81.5,4,19.5,
Unharvested,6,St. Pierre Creek,5/18/2017,43.9,2,,
Unharvested,6,St. Pierre Creek,5/18/2017,2.4,,,Too small?
Unharvested,6,St. Pierre Creek,5/18/2017,4.8,,,
Unharvested,6,St. Pierre Creek,5/18/2017,5,,,
Unharvested,6,St. Pierre Creek,5/18/2017,6.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,7.1,,,
Unharvested,6,St. Pierre Creek,5/18/2017,8.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,41.2,,,
Unharvested,6,St. Pierre Creek,5/18/2017,45.2,,,
Unharvested,6,St. Pierre Creek,5/18/2017,50.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,67.2,,,
Unharvested,6,St. Pierre Creek,5/18/2017,70,,,
Unharvested,6,St. Pierre Creek,5/18/2017,70,,,
Unharvested,6,St. Pierre Creek,5/18/2017,70.5,,,
Unharvested,6,St. Pierre Creek,5/18/2017,70.9,,,
Unharvested,6,St. Pierre Creek,5/18/2017,72.6,,,
Unharvested,6,St. Pierre Creek,5/18/2017,73.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,77.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,77.6,,,
Unharvested,6,St. Pierre Creek,5/18/2017,77.7,,,
Unharvested,6,St. Pierre Creek,5/18/2017,77.9,,,
Unharvested,6,St. Pierre Creek,5/18/2017,79.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,79.6,,,
Unharvested,6,St. Pierre Creek,5/18/2017,79.7,,,
Unharvested,6,St. Pierre Creek,5/18/2017,81.2,,,
Unharvested,6,St. Pierre Creek,5/18/2017,81.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,81.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,81.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,82.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,83.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,84.8,,,
Unharvested,6,St. Pierre Creek,5/18/2017,84.9,,,
Unharvested,6,St. Pierre Creek,5/18/2017,85.5,,,
Unharvested,6,St. Pierre Creek,5/18/2017,86,,,
Unharvested,6,St. Pierre Creek,5/18/2017,86,,,
Unharvested,6,St. Pierre Creek,5/18/2017,86,,,
Unharvested,6,St. Pierre Creek,5/18/2017,87,,,
Unharvested,6,St. Pierre Creek,5/18/2017,87.2,,,
Unharvested,6,St. Pierre Creek,5/18/2017,87.3,,,
Unharvested,6,St. Pierre Creek,5/18/2017,87.4,,,
Unharvested,6,St. Pierre Creek,5/18/2017,87.5,,,
Unharvested,6,St. Pierre Creek,5/18/2017,89.1,,,
Unharvested,6,St. Pierre Creek,5/18/2017,89.7,,,
Unharvested,6,St. Pierre Creek,5/18/2017,89.7,,,
Unharvested,6,St. Pierre Creek,5/18/2017,90.1,,,
Unharvested,6,St. Pierre Creek,5/18/2017,90.7,,,
Unharvested,6,St. Pierre Creek,5/18/2017,91,,,
Unharvested,6,St. Pierre Creek,5/18/2017,92,,,
Unharvested,6,St. Pierre Creek,5/18/2017,92.5,,,
Unharvested,6,St. Pierre Creek,5/18/2017,96.8,,,
Unharvested,6,St. Pierre Creek,5/18/2017,98.1,,,
Unharvested,6,St. Pierre Creek,5/18/2017,103.1,,,
Unharvested,6,St. Pierre Creek,5/18/2017,103.5,,,
Unharvested,7,St. Pierre Creek,5/18/2017,93.3,7,23,Difficult
Unharvested,7,St. Pierre Creek,5/18/2017,86.1,5,,
Unharvested,7,St. Pierre Creek,5/18/2017,74.6,4,,
Unharvested,7,St. Pierre Creek,5/18/2017,85.5,3,,
Unharvested,7,St. Pierre Creek,5/18/2017,45.5,2,,
Unharvested,7,St. Pierre Creek,5/18/2017,57.7,2,10,
Unharvested,7,St. Pierre Creek,5/18/2017,14.3,1,,
Unharvested,7,St. Pierre Creek,5/18/2017,31.5,1,,
Unharvested,7,St. Pierre Creek,5/18/2017,45.3,1,,
Unharvested,7,St. Pierre Creek,5/18/2017,5.2,0,,
Unharvested,7,St. Pierre Creek,5/18/2017,7,,,
Unharvested,7,St. Pierre Creek,5/18/2017,10.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,15.9,,,
Unharvested,7,St. Pierre Creek,5/18/2017,18.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,33.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,34.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,40,,,
Unharvested,7,St. Pierre Creek,5/18/2017,40.1,,,
Unharvested,7,St. Pierre Creek,5/18/2017,49,,,
Unharvested,7,St. Pierre Creek,5/18/2017,67.7,,,
Unharvested,7,St. Pierre Creek,5/18/2017,71.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,72,,,
Unharvested,7,St. Pierre Creek,5/18/2017,72.1,,,
Unharvested,7,St. Pierre Creek,5/18/2017,72.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,72.5,,,
Unharvested,7,St. Pierre Creek,5/18/2017,73.5,,,
Unharvested,7,St. Pierre Creek,5/18/2017,74.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,75.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,75.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,76.3,,,
Unharvested,7,St. Pierre Creek,5/18/2017,76.9,,,
Unharvested,7,St. Pierre Creek,5/18/2017,78.9,,,
Unharvested,7,St. Pierre Creek,5/18/2017,79.2,,,
Unharvested,7,St. Pierre Creek,5/18/2017,81.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,82.2,,,
Unharvested,7,St. Pierre Creek,5/18/2017,83.6,,,
Unharvested,7,St. Pierre Creek,5/18/2017,83.9,,,
Unharvested,7,St. Pierre Creek,5/18/2017,84.8,,,
Unharvested,7,St. Pierre Creek,5/18/2017,85,,,
Unharvested,7,St. Pierre Creek,5/18/2017,86.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,87,,,
Unharvested,7,St. Pierre Creek,5/18/2017,88.8,,,
Unharvested,7,St. Pierre Creek,5/18/2017,91.2,,,
Unharvested,7,St. Pierre Creek,5/18/2017,91.5,,,
Unharvested,7,St. Pierre Creek,5/18/2017,92,,,
Unharvested,7,St. Pierre Creek,5/18/2017,92.8,,,
Unharvested,7,St. Pierre Creek,5/18/2017,93.4,,,
Unharvested,7,St. Pierre Creek,5/18/2017,93.6,,,
Unharvested,7,St. Pierre Creek,5/18/2017,93.7,,,
Unharvested,7,St. Pierre Creek,5/18/2017,94.7,,,
Unharvested,7,St. Pierre Creek,5/18/2017,96.7,,,
Unharvested,7,St. Pierre Creek,5/18/2017,96.8,,,
Unharvested,7,St. Pierre Creek,5/18/2017,98,,,
Unharvested,7,St. Pierre Creek,5/18/2017,105.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,109.9,13,,Difficult
Unharvested,8,St. Pierre Creek,5/18/2017,90.5,11,29.5,Very difficult
Unharvested,8,St. Pierre Creek,5/18/2017,97.1,8,15,
Unharvested,8,St. Pierre Creek,5/18/2017,88.8,7,15.5,
Unharvested,8,St. Pierre Creek,5/18/2017,90,7,,Difficult
Unharvested,8,St. Pierre Creek,5/18/2017,81.6,5,,
Unharvested,8,St. Pierre Creek,5/18/2017,83.4,5,12,
Unharvested,8,St. Pierre Creek,5/18/2017,80.4,4,,
Unharvested,8,St. Pierre Creek,5/18/2017,47.8,3,,
Unharvested,8,St. Pierre Creek,5/18/2017,53.5,3,,
Unharvested,8,St. Pierre Creek,5/18/2017,4.1,,,Too small?
Unharvested,8,St. Pierre Creek,5/18/2017,6.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,25.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,26.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,28.2,,,
Unharvested,8,St. Pierre Creek,5/18/2017,38.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,38.5,,,
Unharvested,8,St. Pierre Creek,5/18/2017,50.9,,,
Unharvested,8,St. Pierre Creek,5/18/2017,65.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,65.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,70.4,,,
Unharvested,8,St. Pierre Creek,5/18/2017,76.4,,,
Unharvested,8,St. Pierre Creek,5/18/2017,79.5,,,
Unharvested,8,St. Pierre Creek,5/18/2017,82.6,,,
Unharvested,8,St. Pierre Creek,5/18/2017,84.2,,,
Unharvested,8,St. Pierre Creek,5/18/2017,85.2,,,
Unharvested,8,St. Pierre Creek,5/18/2017,85.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,85.9,,,
Unharvested,8,St. Pierre Creek,5/18/2017,86,,,
Unharvested,8,St. Pierre Creek,5/18/2017,87,,,
Unharvested,8,St. Pierre Creek,5/18/2017,87.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,88.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,89,,,
Unharvested,8,St. Pierre Creek,5/18/2017,89.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,91.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,92,,,
Unharvested,8,St. Pierre Creek,5/18/2017,92.2,,,
Unharvested,8,St. Pierre Creek,5/18/2017,93.8,,,
Unharvested,8,St. Pierre Creek,5/18/2017,94.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,94.7,,,
Unharvested,8,St. Pierre Creek,5/18/2017,94.9,,,
Unharvested,8,St. Pierre Creek,5/18/2017,95,,,
Unharvested,8,St. Pierre Creek,5/18/2017,95.1,,,
Unharvested,8,St. Pierre Creek,5/18/2017,95.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,96.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,96.5,,,
Unharvested,8,St. Pierre Creek,5/18/2017,97,,,
Unharvested,8,St. Pierre Creek,5/18/2017,98.2,,,
Unharvested,8,St. Pierre Creek,5/18/2017,98.3,,,
Unharvested,8,St. Pierre Creek,5/18/2017,100.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,96.5,10,20,
Unharvested,9,St. Pierre Creek,5/18/2017,91.3,8,,
Unharvested,9,St. Pierre Creek,5/18/2017,86.4,5,16.5,
Unharvested,9,St. Pierre Creek,5/18/2017,91.4,5,17,
Unharvested,9,St. Pierre Creek,5/18/2017,92.2,5,,
Unharvested,9,St. Pierre Creek,5/18/2017,74.2,4,,
Unharvested,9,St. Pierre Creek,5/18/2017,85.4,4,,
Unharvested,9,St. Pierre Creek,5/18/2017,70.6,3,,
Unharvested,9,St. Pierre Creek,5/18/2017,44.1,2,,
Unharvested,9,St. Pierre Creek,5/18/2017,50.6,2,,
Unharvested,9,St. Pierre Creek,5/18/2017,5.9,0,,
Unharvested,9,St. Pierre Creek,5/18/2017,3.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,4.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,4.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,5.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,5.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,5.7,,,
Unharvested,9,St. Pierre Creek,5/18/2017,16.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,18.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,18.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,21.2,,,
Unharvested,9,St. Pierre Creek,5/18/2017,22.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,23.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,26.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,28.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,30.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,32.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,36.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,45.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,47.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,50.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,54.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,59.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,60.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,73,,,
Unharvested,9,St. Pierre Creek,5/18/2017,73.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,76.7,,,
Unharvested,9,St. Pierre Creek,5/18/2017,79.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,80.7,,,
Unharvested,9,St. Pierre Creek,5/18/2017,80.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,81.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,82.4,,,
Unharvested,9,St. Pierre Creek,5/18/2017,83.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,85.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,86.4,,,
Unharvested,9,St. Pierre Creek,5/18/2017,86.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,86.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,86.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,87,,,
Unharvested,9,St. Pierre Creek,5/18/2017,87.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,88.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,89.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,89.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,90,,,CRUSHED - estimated size
Unharvested,9,St. Pierre Creek,5/18/2017,91,,,
Unharvested,9,St. Pierre Creek,5/18/2017,92.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,92.2,,,
Unharvested,9,St. Pierre Creek,5/18/2017,92.3,,,
Unharvested,9,St. Pierre Creek,5/18/2017,93.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,93.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,94,,,
Unharvested,9,St. Pierre Creek,5/18/2017,94,,,
Unharvested,9,St. Pierre Creek,5/18/2017,94.5,,,
Unharvested,9,St. Pierre Creek,5/18/2017,94.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,95.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,95.6,,,
Unharvested,9,St. Pierre Creek,5/18/2017,95.7,,,
Unharvested,9,St. Pierre Creek,5/18/2017,95.8,,,
Unharvested,9,St. Pierre Creek,5/18/2017,97,,,
Unharvested,9,St. Pierre Creek,5/18/2017,98,,,
Unharvested,9,St. Pierre Creek,5/18/2017,98.1,,,
Unharvested,9,St. Pierre Creek,5/18/2017,100,,,
Unharvested,9,St. Pierre Creek,5/18/2017,100.9,,,
Unharvested,9,St. Pierre Creek,5/18/2017,103,,,
Unharvested,9,St. Pierre Creek,5/18/2017,109.8,,,
Unharvested,10,St. Pierre Creek,5/18/2017,102.2,14,21,Difficult
Unharvested,10,St. Pierre Creek,5/18/2017,98.4,13,28,
Unharvested,10,St. Pierre Creek,5/18/2017,101.2,11,21,
Unharvested,10,St. Pierre Creek,5/18/2017,71.7,4,,
Unharvested,10,St. Pierre Creek,5/18/2017,75.2,3,,
Unharvested,10,St. Pierre Creek,5/18/2017,42,2,,
Unharvested,10,St. Pierre Creek,5/18/2017,9.3,1,,
Unharvested,10,St. Pierre Creek,5/18/2017,13.2,1,,
Unharvested,10,St. Pierre Creek,5/18/2017,20.2,1,,
Unharvested,10,St. Pierre Creek,5/18/2017,25.7,1,,
Unharvested,10,St. Pierre Creek,5/18/2017,36.4,,,
Unharvested,10,St. Pierre Creek,5/18/2017,45.1,,,
Unharvested,10,St. Pierre Creek,5/18/2017,95.9,,,
Unharvested,1,St. Pierre Creek,August,91.4,8,10,
Unharvested,1,St. Pierre Creek,August,86.1,7,,Difficult
Unharvested,1,St. Pierre Creek,August,95.8,7,,
Unharvested,1,St. Pierre Creek,August,91.6,6,,
Unharvested,1,St. Pierre Creek,August,84.8,5,17,
Unharvested,1,St. Pierre Creek,August,82.2,4,,
Unharvested,1,St. Pierre Creek,August,54.5,2,,
Unharvested,1,St. Pierre Creek,August,12.6,1,,
Unharvested,1,St. Pierre Creek,August,9.4,0,,
Unharvested,1,St. Pierre Creek,August,10.4,,,
Unharvested,1,St. Pierre Creek,August,11.6,,,
Unharvested,1,St. Pierre Creek,August,12.4,,,
Unharvested,1,St. Pierre Creek,August,44.7,,,
Unharvested,1,St. Pierre Creek,August,72.8,,,
Unharvested,1,St. Pierre Creek,August,74.2,,,
Unharvested,1,St. Pierre Creek,August,80,,,
Unharvested,1,St. Pierre Creek,August,80.4,,,
Unharvested,1,St. Pierre Creek,August,84.2,,,
Unharvested,1,St. Pierre Creek,August,85.3,,,
Unharvested,1,St. Pierre Creek,August,85.7,,,
